City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,bayji,34.9311,43.487,12.01,34,5,1.5,IQ,1680378164
369,acapulco,16.8634,-99.8901,30.9,55,0,4.12,MX,1680377587
370,vemalwada,18.4667,78.8833,26.31,44,39,2.24,IN,1680378165
371,sorong,-0.8833,131.25,26.32,81,100,1.65,ID,1680378165
372,namatanai,-3.6667,152.4333,25.43,79,100,1.19,PG,1680378165
373,biak,-0.9131,122.8766,24.59,75,100,0.78,ID,1680378165
374,ancud,-41.8697,-73.8203,13.7,79,67,3.25,CL,1680378166
375,nizwa,22.9333,57.5333,26.83,28,15,1.4,OM,1680378166
376,casas grandes,30.3667,-107.95,24.85,6,27,4.66,MX,1680378166
377,klyuchi,52.2667,79.1667,-5.13,53,0,4.35,RU,1680378166
378,bronnoysund,65.4625,12.1997,0.0,64,32,3.13,NO,1680378166
379,jungapeo,19.45,-100.4833,29.89,35,2,4.34,MX,1680378167
380,broome,42.2506,-75.833,21.68,37,2,5.36,US,1680378167
381,lagoa,39.05,-27.9833,15.9,88,100,10.64,PT,1680377989
382,kholtoson,50.2981,103.3097,-14.57,62,100,4.5,RU,1680378167
383,pilibanga,29.4916,74.079,20.32,66,0,4.03,IN,1680378167
384,ambulu,-8.345,113.6058,24.02,89,100,0.8,ID,1680378168
385,can tho,10.0333,105.7833,23.99,100,20,1.03,VN,1680378168
386,mathathane,-22.2687,28.7495,22.39,61,2,5.95,BW,1680378168
387,waingapu,-9.6567,120.2641,25.38,83,72,1.16,ID,1680378168
388,mambajao,9.2504,124.7156,25.76,88,100,1.72,PH,1680378168
389,spassk-ryazanskiy,54.4072,40.3806,3.89,97,100,4.99,RU,1680378169
390,massakory,12.996,15.7293,31.64,10,6,6.62,TD,1680378169
391,urusha,54.05,122.9,-6.63,74,100,3.67,RU,1680378169
392,catamarca,-28.4696,-65.7852,27.55,53,7,4.02,AR,1680377952
393,licata,37.1071,13.9461,15.17,70,99,5.65,IT,1680378169
394,chapais,49.7834,-74.8492,-3.12,89,100,6.12,CA,1680378169
395,aykhal,66.0,111.5,-15.84,93,100,9.38,RU,1680378170
396,soyo,-6.1349,12.3689,26.84,79,95,3.21,AO,1680378170
397,kishi,9.0833,3.85,31.0,36,84,2.98,NG,1680378170
398,vao,-22.6667,167.4833,25.66,82,31,5.0,NC,1680378170
399,patan,27.6667,85.3333,11.11,93,20,1.03,NP,1680378170
400,hami,42.8,93.45,0.73,24,100,6.63,CN,1680378171
401,coihueco,-36.6167,-71.8333,27.41,28,0,6.17,CL,1680378171
402,nanortalik,60.1432,-45.2371,-1.63,77,16,2.46,GL,1680378171
403,benjamin hill,30.1667,-111.1,25.14,7,0,5.44,MX,1680378171
404,bilibino,68.0546,166.4372,-27.06,100,99,0.74,RU,1680378172
405,poronaysk,49.2167,143.1167,-4.69,95,15,0.77,RU,1680378172
406,dingle,10.9995,122.6711,24.25,86,100,2.18,PH,1680378172
407,coahuayana,18.7333,-103.6833,32.68,32,98,3.69,MX,1680378172
408,tarakan,3.3,117.6333,26.21,81,100,2.92,ID,1680378172
409,alice springs,-23.7,133.8833,15.75,100,100,0.0,AU,1680378172
410,guatire,10.4762,-66.5427,29.83,61,98,3.28,VE,1680378173
411,kavieng,-2.5744,150.7967,26.87,81,100,1.57,PG,1680378173
412,doka,13.5167,35.7667,29.99,13,99,6.01,SD,1680378173
413,vanimo,-2.6741,141.3028,24.63,89,37,1.86,PG,1680378003
414,sitka,57.0531,-135.33,3.94,81,40,3.09,US,1680378107
415,aktas,49.7789,72.9608,-5.14,51,0,6.92,KZ,1680378174
416,singaparna,-7.3515,108.111,22.02,93,100,1.19,ID,1680378174
417,katherine,-14.4667,132.2667,24.18,73,26,1.54,AU,1680378174
418,phetchaburi,12.9667,99.5833,22.93,89,18,1.68,TH,1680378174
419,ust-karsk,52.7011,118.8077,-2.16,78,100,3.89,RU,1680378174
420,port-cartier,50.0334,-66.8654,-0.14,97,100,7.31,CA,1680378174
421,coquimbo,-29.9533,-71.3436,19.85,72,0,5.66,CL,1680377962
422,shihezi,44.3,86.0333,0.19,27,0,4.74,CN,1680378175
423,guerrero negro,27.9769,-114.0611,19.54,47,0,7.42,MX,1680378175
424,wageningen,51.9667,5.6667,9.05,95,100,5.66,NL,1680378175
425,sindor,62.8629,51.8905,0.51,97,100,4.56,RU,1680378175
426,pavlogradka,54.2024,73.5592,-6.23,76,8,4.02,RU,1680378175
427,lumphat,13.4878,106.9816,26.68,66,90,0.28,KH,1680378176
428,san marcelino,14.9742,120.1573,28.61,83,100,1.63,PH,1680378176
429,lavrentiya,65.5833,-171.0,-3.95,95,100,2.93,RU,1680378176
430,cayenne,4.9333,-52.3333,28.02,69,75,6.17,GF,1680378176
431,rio gallegos,-51.6226,-69.2181,14.03,38,40,12.35,AR,1680377969
432,abeche,13.8292,20.8324,28.06,13,27,3.55,TD,1680378177
433,pleasanton,37.6624,-121.8747,17.81,53,0,2.06,US,1680377965
434,ilo,-17.6394,-71.3375,25.48,73,0,3.6,PE,1680378177
435,varhaug,58.6147,5.6457,4.27,74,4,1.24,NO,1680378177
436,ende,-8.8432,121.6623,25.23,89,100,0.81,ID,1680378177
437,quatre cocos,-20.2078,57.7625,26.16,75,10,4.11,MU,1680378177
438,heide,54.2,9.1,4.5,73,85,7.29,DE,1680378178
439,fairbanks,64.8378,-147.7164,-5.51,60,0,0.45,US,1680378178
440,santiago del estero,-27.7951,-64.2615,19.5,48,100,2.08,AR,1680378178
441,pafos,34.7667,32.4167,15.88,67,75,3.09,CY,1680378178
442,olafsvik,64.8945,-23.7142,3.91,85,74,9.86,IS,1680378178
443,vilhena,-12.7406,-60.1458,32.12,45,40,3.09,BR,1680378179
444,ust-kulom,61.6864,53.6902,2.08,84,98,5.19,RU,1680378179
445,linfen,36.0889,111.5189,15.8,70,19,2.55,CN,1680378179
446,saurimo,-9.6608,20.3916,18.54,95,100,1.12,AO,1680378179
447,veraval,20.9,70.3667,24.16,77,28,4.37,IN,1680378179
448,grootfontein,-19.5667,18.1167,19.76,68,65,0.51,NA,1680378180
449,boulder city,35.9786,-114.8325,19.87,16,0,3.09,US,1680378180
450,oktyabrskoye,43.0645,44.7417,1.08,87,100,2.0,RU,1680378181
451,opuwo,-18.0607,13.84,24.41,39,97,3.63,NA,1680378181
452,kuching,1.55,110.3333,26.68,87,40,0.0,MY,1680378181
453,el dorado,38.7666,-120.5177,12.21,63,67,1.34,US,1680378181
454,haines junction,60.7522,-137.5108,-3.03,59,100,6.69,CA,1680378182
455,karasjok,69.4719,25.5112,-11.14,94,41,3.44,NO,1680378182
456,hambantota,6.1241,81.1185,25.73,83,56,1.23,LK,1680378183
457,anstruther,56.2231,-2.7023,6.54,87,100,2.57,GB,1680378183
458,metro,-5.1131,105.3067,22.89,87,90,1.73,ID,1680378183
459,bogdana,43.9333,25.0833,9.49,82,91,8.78,RO,1680378184
460,baiima,8.1,-11.85,26.84,76,59,2.21,SL,1680378184
461,marawi,7.9986,124.2928,20.61,95,100,0.87,PH,1680378184
462,madhogarh,26.276,79.1869,23.5,43,5,1.69,IN,1680378185
463,komsomolskiy,40.4272,71.7189,15.4,55,100,4.12,UZ,1680378185
464,keskin,39.6731,33.6136,7.41,61,46,3.32,TR,1680378185
465,avallon,47.4833,3.9,6.03,94,11,2.92,FR,1680378185
466,jatibonico,21.9419,-79.17,34.85,23,1,3.88,CU,1680378186
467,posse,-14.0931,-46.3694,30.45,35,9,1.34,BR,1680378186
468,khandyga,62.6667,135.6,-15.48,95,100,2.65,RU,1680378186
469,jardin,5.599,-75.8198,21.71,76,77,0.79,CO,1680378186
470,high level,58.5169,-117.136,-3.94,80,75,2.57,CA,1680378186
471,zarichne,51.8126,26.129,6.66,93,45,2.5,UA,1680378187
472,vacaria,-28.5122,-50.9339,16.59,42,0,3.73,BR,1680377727
473,palauig,15.435,119.9045,25.98,82,100,2.86,PH,1680378187
474,amazar,53.858,120.875,-7.09,66,100,3.89,RU,1680378187
475,kieta,-6.2167,155.6333,25.4,83,100,1.41,PG,1680378187
476,rimouski,48.4488,-68.524,0.1,99,100,4.86,CA,1680378188
477,formosa,-26.1775,-58.1781,28.99,54,0,2.57,AR,1680378188
478,mount gambier,-37.8333,140.7667,7.96,88,18,0.59,AU,1680378188
479,brae,60.3964,-1.353,5.24,71,36,3.8,GB,1680378189
480,yerbogachen,61.2767,108.0108,-26.8,100,19,1.72,RU,1680378189
481,nelson bay,-32.7167,152.15,16.11,96,77,4.92,AU,1680378189
482,pacific grove,36.6177,-121.9166,17.9,58,0,3.6,US,1680377977
483,yar-sale,66.8333,70.8333,1.05,99,100,8.1,RU,1680378189
484,harihar,14.5167,75.8,21.96,76,53,3.13,IN,1680378190
485,torquay,50.4638,-3.5143,10.71,87,30,4.47,GB,1680378190
486,matagami,49.7502,-77.6328,-5.94,49,0,11.32,CA,1680378190
487,sinnamary,5.3833,-52.95,26.88,72,87,5.07,GF,1680378190
488,ifakara,-8.1333,36.6833,21.81,95,99,1.24,TZ,1680378191
489,madison,34.7334,-86.5667,25.64,22,0,8.23,US,1680378019
490,fuzhou,26.0614,119.3061,12.94,94,12,0.48,CN,1680378191
491,victoria,22.2855,114.1577,22.03,91,99,4.92,HK,1680377894
492,wichita falls,33.9137,-98.4934,21.25,29,0,6.26,US,1680378191
493,puerto maldonado,-12.6,-69.1833,27.22,83,75,3.09,PE,1680378191
494,slave lake,55.2834,-114.769,1.99,80,100,1.54,CA,1680378192
495,lazaro cardenas,17.9583,-102.2,29.6,47,30,5.0,MX,1680378192
496,kragero,58.8693,9.4149,1.36,84,6,3.93,NO,1680378192
497,olinda,-8.0089,-34.8553,28.85,65,40,3.6,BR,1680378171
498,raymondville,26.4815,-97.7831,31.16,59,99,5.53,US,1680378192
499,nyurba,63.2842,118.3319,-25.3,99,64,2.61,RU,1680378193
500,iglesias,39.3114,8.535,12.85,77,10,4.08,IT,1680378193
501,zhuhai,22.2769,113.5678,21.88,94,40,4.12,CN,1680378193
502,buin,-33.7333,-70.75,32.18,11,26,3.27,CL,1680378193
503,baturaja,-4.1333,104.1667,21.97,97,90,1.01,ID,1680378193
504,bima,-8.4667,118.7167,23.91,94,93,0.93,ID,1680378194
505,sibolga,1.7427,98.7792,24.01,92,100,1.66,ID,1680378194
506,cockburn town,21.4612,-71.1419,26.98,65,40,6.69,TC,1680378194
507,erenhot,43.6475,111.9767,10.69,76,100,6.58,CN,1680378194
508,bykovo,55.6361,38.0803,6.23,87,75,3.0,RU,1680378194
509,cabedelo,-6.9811,-34.8339,29.37,75,100,5.56,BR,1680378194
510,omsukchan,62.5333,155.8,-12.0,97,99,0.69,RU,1680378195
511,quelimane,-17.8786,36.8883,23.52,82,100,1.85,MZ,1680378195
512,kedrovyy,56.1667,91.8167,-17.77,99,13,0.96,RU,1680378195
513,lugui,14.1131,122.7935,22.86,95,57,0.19,PH,1680378195
514,wagar,16.1525,36.2032,26.48,26,91,6.41,SD,1680378195
515,esmeraldas,-19.7625,-44.3139,31.58,68,100,2.58,BR,1680378157
516,hofn,64.2539,-15.2082,4.7,76,1,3.69,IS,1680378196
517,kristiansund,63.1115,7.732,2.36,51,44,5.66,NO,1680378196
518,honiara,-9.4333,159.95,25.53,86,94,0.97,SB,1680378196
519,kyaikto,17.3,97.0167,25.97,81,7,0.65,MM,1680378196
520,dera ghazi khan,30.0561,70.6348,21.11,69,57,3.83,PK,1680378197
521,eureka,40.8021,-124.1637,10.93,95,100,0.89,US,1680378117
522,ust-ishim,57.6935,71.1665,-1.72,73,73,5.26,RU,1680378197
523,pundaguitan,6.3711,126.1689,26.73,80,100,2.54,PH,1680378197
524,shache,38.4167,77.2406,14.23,28,99,0.25,CN,1680378197
525,mana,5.6592,-53.7767,27.0,72,61,5.71,GF,1680378198
526,santa marta,11.2408,-74.199,25.03,78,20,6.17,CO,1680377963
527,geraldton,-28.7667,114.6,18.23,94,40,1.03,AU,1680378198
528,dabakala,8.3667,-4.4333,31.14,35,100,1.99,CI,1680378198
529,deputatskiy,69.3,139.9,-32.98,100,51,2.63,RU,1680378198
530,sao jose da coroa grande,-8.8978,-35.1478,26.64,76,80,3.14,BR,1680378199
531,itoman,26.1247,127.6694,21.01,73,75,10.8,JP,1680378199
532,eravur,7.7733,81.6095,25.49,85,2,2.63,LK,1680378199
533,hanna,51.6334,-111.9018,-0.84,100,82,2.74,CA,1680378199
534,loa janan,-0.583,117.095,22.52,98,100,0.87,ID,1680378199
535,namibe,-15.1961,12.1522,24.59,81,97,2.62,AO,1680378200
536,bandrele,-12.9067,45.1914,28.86,74,100,4.63,YT,1680378200
537,butembo,0.15,29.2833,14.84,88,94,1.47,CD,1680378200
538,dali,25.7,100.1833,10.28,84,73,2.43,CN,1680378200
539,lerwick,60.1545,-1.1494,5.0,65,6,4.24,GB,1680378201
540,kasongo-lunda,-6.4667,16.8167,21.33,98,99,0.76,CD,1680378201
541,husavik,66.0449,-17.3389,1.82,79,2,5.94,IS,1680378201
542,usogorsk,63.4106,48.6872,-7.72,98,79,1.23,RU,1680378201
543,chernyshevskiy,63.0128,112.4714,-26.71,100,98,2.26,RU,1680378202
544,gimli,50.6336,-96.9907,0.01,40,98,5.66,CA,1680378202
545,pitimbu,-7.4706,-34.8086,29.33,75,100,5.17,BR,1680378203
546,do gonbadan,30.3586,50.7981,9.05,49,0,2.06,IR,1680378203
547,tombouctou,20.0,-3.0,28.01,6,0,3.21,ML,1680378204
548,chambery,45.5667,5.9333,7.79,94,75,1.03,FR,1680378204
549,lamesa,32.7376,-101.951,21.96,12,29,4.46,US,1680378204
550,shitkino,56.3703,98.3543,-15.63,97,66,0.3,RU,1680378204
551,hirara,24.8,125.2833,20.92,83,100,6.17,JP,1680378205
552,burnie,-41.0667,145.9167,9.97,89,100,3.45,AU,1680378205
553,satwas,22.5333,76.6833,25.8,30,2,2.8,IN,1680378205
554,launceston,-41.45,147.1667,6.75,87,74,2.57,AU,1680378206
